index,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index
190960,190961,252850,253450,E731372,Matched,Intersection,24581,EAST GREEN LAKE DR N AND NE RAVENNA EB BV,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-04T00:00:00.000Z,11/4/2017 2:03:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,524088,N,POINT (1272810.842420161 251540.7730456293),3919.0
191029,191030,249805,250405,3740349,Matched,Intersection,30511,6TH AVE S AND S JACKSON ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-05-02T00:00:00.000Z,5/2/2017 6:34:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,521928,N,POINT (1272080.813875407 222140.4535275251),1803.0
191077,191078,250222,250822,E723729,Matched,Intersection,29940,BOREN AVE AND COLUMBIA ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-16T00:00:00.000Z,10/16/2017 4:09:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,29940,N,POINT (1272765.505588114 225307.8803467751),9865.0
191195,191196,250497,251097,E723673,Matched,Intersection,27079,ROOSEVELT WAY NE AND NE 43RD S ST,,,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2017-10-13T00:00:00.000Z,10/13/2017 4:15:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,45540,0,N,POINT (1274628.363574013 244077.2041419894),1396.0
191264,191265,251115,251715,3737487,Matched,Block,,FREMONT AVE N BETWEEN N 36TH ST AND N 38TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-24T00:00:00.000Z,10/24/2017 8:56:00 AM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,8360,0,N,POINT (1266647.413421839 241526.9393073767),15386.0
191309,191310,254816,255456,E736840,Matched,Block,,E UNION ST BETWEEN 18TH AVE AND 19TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-16T00:00:00.000Z,11/16/2017 8:30:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,9334,0,N,POINT (1276660.086328104 227053.0027165562),16476.0
191427,191428,253637,254277,E733045,Matched,Intersection,34289,28TH AVE S AND S EDDY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-03T00:00:00.000Z,11/3/2017 8:20:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1278976.895546466 202353.3500192612),1739.0
191495,191496,250265,250865,3705711,Matched,Intersection,27079,ROOSEVELT WAY NE AND NE 43RD S ST,,,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2017-10-13T00:00:00.000Z,10/13/2017 4:15:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,45540,0,N,POINT (1274628.363574013 244077.2041419894),1396.0
191669,191670,250750,251350,3705651,Matched,Intersection,24499,ROOSEVELT WAY NE AND NE 66TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-19T00:00:00.000Z,10/19/2017 8:42:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Raining,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,9394,0,N,POINT (1274841.88523823 250311.1781643778),4247.0
191682,191683,253008,253608,3373084,Matched,Intersection,34147,16TH AVE SW AND SW HOLDEN ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2017-11-07T00:00:00.000Z,11/7/2017 11:59:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,525249,N,POINT (1264535.759659678 198387.0721272081),4737.0
191709,191710,255117,255757,E737762,Matched,Intersection,30368,1ST AVE S AND S KING ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-20T00:00:00.000Z,11/20/2017 7:37:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Raining,Wet,Dawn,,,,45,Vehicle - Pedalcyclist,0,521027,N,POINT (1270142.79889743 221849.4258152246),1815.0
191719,191720,255097,255737,3764567,Matched,Intersection,337616,1ST AVE S AND S ANDOVER ST,,,3,Fatality Collision,Cycles,3,0,1,2,0,0,1,2017-11-21T00:00:00.000Z,11/21/2017 5:42:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,Y,45,Vehicle - Pedalcyclist,0,337616,N,POINT (1269926.314801201 210942.7237240672),8364.0
191790,191791,251407,252007,3506014,Matched,Intersection,29587,3RD AVE AND PIKE ST,,,2,Injury Collision,Cycles,2,1,1,0,1,0,0,2017-10-27T00:00:00.000Z,10/27/2017 3:39:00 PM,At Intersection (intersection related),64,PEDALCYCLIST STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,23691,523695,N,POINT (1269336.03102459 226045.4631955326),11043.0
191837,191838,253020,253620,E732390,Matched,Intersection,30359,WESTERN AVE AND YESLER WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-24T00:00:00.000Z,10/24/2017 5:10:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,43961,0,N,POINT (1269832.176177099 223107.0667765141),6867.0
192011,193012,265138,265918,E757849,Matched,Intersection,33026,1ST AVE S AND S DAWSON ST,,,2,Injury Collision,,2,0,1,1,2,0,0,2018-01-09T00:00:00.000Z,1/9/2018 12:59:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,,,,,,0,0,N,POINT (1269833.799985111 206303.0529353023),5043.0
192054,193055,258770,259430,3756172,Matched,Block,,RENTON AVE S BETWEEN 43RD AVE S AND S CHICAGO ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-07T00:00:00.000Z,12/7/2017 5:12:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Dry,Dusk,,,,45,Vehicle - Pedalcyclist,7623,0,N,POINT (1283382.406590983 197751.9559025466),12799.0
192072,193073,256496,257136,E740836,Matched,Intersection,29631,ALASKAN WAY AND MADISON ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-11-28T00:00:00.000Z,11/28/2017 9:17:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,523626,N,POINT (1269137.794096395 223871.8634493053),3352.0
192136,193137,262357,263137,E751635,Matched,Block,,ASHWORTH AVE N BETWEEN N 130TH ST AND N 131ST ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2017-12-08T00:00:00.000Z,12/8/2017 8:45:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1269707.17611298 267606.0901820809),12685.0
192172,193173,265142,265922,E757882,Matched,Intersection,31345,1ST AVE S AND S HOLGATE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-29T00:00:00.000Z,12/29/2017 4:34:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,524947,N,POINT (1270054.451761335 217404.5661626756),4542.0
192343,193344,257311,257957,E741997,Matched,Block,,MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-30T00:00:00.000Z,11/30/2017 6:21:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Raining,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,26828,0,N,POINT (1278397.274745882 242377.4575802535),12124.0
192426,193427,265181,265961,E757814,Matched,Intersection,27815,1ST AVE W AND W MCGRAW ST,,,2,Injury Collision,,3,0,1,1,1,0,0,2018-01-08T00:00:00.000Z,1/8/2018 1:43:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,,,,0,0,N,POINT (1264506.356267646 237029.6610947698),8484.0
192502,193503,258837,259497,E745325,Matched,Block,,NW 80TH ST BETWEEN JONES AVE NW AND 24TH AVE NW,,,2,Injury Collision,Cycles,3,0,1,2,1,0,0,2017-12-09T00:00:00.000Z,12/9/2017 3:58:00 PM,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,27492,0,N,POINT (1257760.456804737 254388.8225845546),22543.0
192615,193616,257405,258065,E731071,Matched,Intersection,29612,2ND AVE AND SENECA ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-09-27T00:00:00.000Z,9/27/2017 3:50:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,42184,0,N,POINT (1269648.583728924 224885.0384903401),2527.0
192722,193723,264464,265244,E756193,Matched,Intersection,27038,EVANSTON AVE N AND N 34TH ST,,,2,Injury Collision,,2,0,1,1,1,0,0,2018-01-05T00:00:00.000Z,1/5/2018 5:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,,,0,0,N,POINT (1266292.377389476 240725.5026345551),1222.0
193041,192042,256048,256688,E740351,Matched,Intersection,28617,1ST AVE W AND W ROY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-22T00:00:00.000Z,11/22/2017 12:45:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,30599,0,N,POINT (1264465.723179609 231967.1512655914),17.0
193048,192049,265998,266798,3753785,Matched,Intersection,28783,DEXTER AVE N AND HARRISON ST,,,2,Injury Collision,,2,0,1,1,1,0,0,2018-01-17T00:00:00.000Z,1/17/2018 8:50:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,Y,,,,,0,0,N,POINT (1268294.844463527 230555.517344147),6476.0
193060,192061,259229,259889,3746652,Matched,Block,,5TH AVE N BETWEEN TAYLOR AVE N AND HOWE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-12-10T00:00:00.000Z,12/10/2017 1:43:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,11160,0,N,POINT (1267087.47460629 235406.4212851077),21123.0
193178,192179,258367,259027,E744256,Matched,Block,,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-06T00:00:00.000Z,12/6/2017 6:50:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,12783,0,N,POINT (1268362.522095606 233198.6153948456),11790.0
193268,192269,263706,264486,E741495,Matched,Intersection,287161,BURKE GILMAN TRL AND PEND OREILLE RD NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-29T00:00:00.000Z,11/29/2017 6:20:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1278554.990138039 244254.8148941696),9670.0
193315,192316,265357,266157,3705689,Matched,Intersection,24351,PHINNEY AVE N AND N 67TH S ST,,,2,Injury Collision,,2,0,1,1,1,0,0,2018-01-09T00:00:00.000Z,1/9/2018 10:13:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,,,4288,0,N,POINT (1265661.63306883 250896.8344849795),3740.0
193321,192322,264110,264890,E744984,Matched,Intersection,27281,MERIDIAN AVE N AND N NORTHLAKE WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-11T00:00:00.000Z,10/11/2017 9:15:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,630857,N,POINT (1270553.529905841 239563.4763933718),18204.0
193330,192331,259260,259920,3705879,Matched,Intersection,25409,8TH AVE NW AND NW 57TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-08T00:00:00.000Z,12/8/2017 7:53:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dawn,,,,45,Vehicle - Pedalcyclist,2433,0,N,POINT (1262775.431721881 248214.9021942317),10397.0
193600,192601,264857,265637,E756951,Matched,Intersection,24294,FREMONT AVE N AND N 78TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-01-09T00:00:00.000Z,1/9/2018 5:13:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1266895.599918097 253725.9578158706),733.0
193607,192608,265404,266204,3818399,Matched,Intersection,31580,24TH AVE S AND S COLLEGE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-01-10T00:00:00.000Z,1/10/2018 7:16:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Dry,Dawn,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1277881.587257355 216100.5372333378),10753.0
193608,192609,258637,259297,E744635,Matched,Block,,2ND AVE BETWEEN PIKE ST AND PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-06T00:00:00.000Z,12/6/2017 2:46:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,12179,0,N,POINT (1268950.511472195 226064.2551955432),9715.0
193684,192685,259377,260037,E745680,Matched,Block,,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-10T00:00:00.000Z,12/10/2017 4:48:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,5622,0,N,POINT (1275809.299383223 245710.9149916619),999.0
193707,192708,264221,265001,3705804,Matched,Intersection,25875,BAGLEY AVE N AND N 46TH ST,,,2,Injury Collision,,2,0,1,1,1,0,0,2018-01-05T00:00:00.000Z,1/5/2018 2:50:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,Y,,,0,0,N,POINT (1271007.759666309 245304.2507992536),7127.0
193899,192900,255598,256238,3284336,Matched,Intersection,287169,40TH AVE NE AND BURKE GILMAN TRL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-25T00:00:00.000Z,11/25/2017 9:58:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,521972,N,POINT (1282799.440702379 246786.1656807661),3020.0
193909,192910,256480,257120,3705770,Matched,Intersection,28741,DEXTER AVE N AND ROY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-29T00:00:00.000Z,11/29/2017 6:15:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,12677,0,N,POINT (1268326.078767568 231776.213409394),6366.0
193915,192916,258737,259397,3818302,Matched,Intersection,30388,1ST AVE S AND S ATLANTIC ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-09T00:00:00.000Z,12/9/2017 10:40:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Wet,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,605830,N,POINT (1270084.977969363 218939.3383882493),14.0
193924,192925,257861,258521,3769415,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-05T00:00:00.000Z,12/5/2017 6:59:00 AM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Dawn,Y,,,45,Vehicle - Pedalcyclist,45553,0,N,POINT (1274643.41477403 244486.5489104092),22975.0
193935,192936,258763,259423,3753714,Matched,Block,,9TH AVE N BETWEEN JOHN ST AND THOMAS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-08T00:00:00.000Z,12/8/2017 3:15:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,15955,0,N,POINT (1268922.815024167 229900.2245434672),3326.0
193939,192940,258761,259421,3753711,Matched,Block,,4TH AVE BETWEEN PIKE ST AND PINE ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2017-12-07T00:00:00.000Z,12/7/2017 6:36:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,12762,0,N,POINT (1269504.661232769 226392.3005718738),20773.0
193960,192961,261441,262181,E749963,Matched,Block,,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-12T00:00:00.000Z,12/12/2017 8:15:00 AM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,4956,0,N,POINT (1270112.277553394 220298.7504856437),18824.0
194005,195006,267682,268462,3769416,Matched,Intersection,27143,UNIVERSITY WAY NE AND NE CAMPUS WB PY,,,2,Injury Collision,,3,0,1,1,1,0,0,2018-01-25T00:00:00.000Z,1/25/2018 8:23:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Unknown,Daylight,Y,,,,,0,0,N,POINT (1275711.785015121 242874.075564757),12254.0
194119,195120,275957,276797,E774910,Matched,Block,,EAST MARGINAL WAY S BETWEEN S HINDS ST AND S SPOKANE NR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-02-27T00:00:00.000Z,2/27/2018 3:34:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1268603.29975985 212544.0880136937),1120.0
194141,195142,266998,267778,3754157,Matched,Intersection,27298,NE PACIFIC PL AND NE PACIFIC ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-01-23T00:00:00.000Z,1/23/2018 6:56:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Dark - Street Lights On,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1277063.34904851 240778.7539626062),4321.0
194156,195157,278387,279287,E777317,Matched,Intersection,25772,ROOSEVELT WAY NE AND NE 53RD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-03-08T00:00:00.000Z,3/8/2018 9:05:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,,,,5,Vehicle Strikes Pedalcyclist,9143,0,N,POINT (1274773.80562216 246865.5261928439),935.0
194200,195201,268218,268998,3754279,Matched,Intersection,27065,11TH AVE NE AND NE 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-01-19T00:00:00.000Z,1/19/2018 2:23:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Wet,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1274930.22776632 244741.2228306681),2340.0
194260,195261,274646,275506,E774522,Matched,Intersection,29583,VIRGINIA ST AND WESTERN AVE,,,2,Injury Collision,,3,0,1,1,1,0,0,2018-02-28T00:00:00.000Z,2/28/2018 10:25:00 AM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,,,,0,0,N,POINT (1267898.953775123 226281.8666517735),13651.0
194308,195309,266399,267199,E760034,Matched,Intersection,28788,DEXTER AVE N AND THOMAS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-01-18T00:00:00.000Z,1/18/2018 8:25:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1268283.993903518 230129.8392637074),3526.0
194398,195399,272157,272997,3702429,Matched,Intersection,29735,HARVARD AVE AND E PINE ST,,,2,Injury Collision,,1,0,1,0,1,0,0,2018-02-22T00:00:00.000Z,2/22/2018 8:25:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Ice,Daylight,,,,,,0,0,N,POINT (1273237.528628588 227967.5365414917),9116.0
194510,195511,273736,274576,E764702,Matched,Block,,NE 145TH ST BETWEEN 30TH AVE NE AND 31ST AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-01-25T00:00:00.000Z,1/25/2018 10:13:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Wet,Dark - Street Lights On,Y,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1280542.256636068 271079.9483616352),4182.0
194577,195578,276337,277177,E775257,Matched,Intersection,34216,7TH AVE S AND S MICHIGAN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-02-14T00:00:00.000Z,2/14/2018 9:15:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1272035.397171363 202934.4057638645),1843.0
194618,195619,270529,271349,3581268,Matched,Intersection,30833,LAKE WASHINGTON BLVD S AND S MASSACHUSETTS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-02-12T00:00:00.000Z,2/12/2018 9:07:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1281143.621692687 217767.2487870455),1836.0
194628,195629,274803,275646,3702504,Matched,Intersection,30177,19TH AVE AND E CHERRY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-03-02T00:00:00.000Z,3/2/2018 11:13:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Dry,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1276764.647992209 225271.0035467297),2513.0
194653,195654,274837,275677,E774216,Matched,Intersection,26092,17TH NB AVE NE AND NE 45TH ST,,,2,Injury Collision,,2,0,1,1,1,0,0,2018-02-27T00:00:00.000Z,2/27/2018 1:51:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,,,0,0,N,POINT (1276671.089464113 244695.8127826303),1401.0
